match_id,season,venue_name,round_number,match_number,match_status,match_name,match_type,team_id,team_name,team_nickname,score_string,is_home_competitor,opp_team_id,opp_team_name,opp_team_nickname,opp_score_string,at_neutral_venue,extra_periods_used,match_time,match_time_utc,attendance,duration
27606,1979,Burwood Stadium,1,89,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,62,1,3705,Nunawading Spectres,SPECTRES,78,0,0,1979-02-24 12:00:00,1979-02-24 01:00:00,0,120
27606,1979,Burwood Stadium,1,89,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,78,0,3690,Newcastle Falcons,FALCONS,62,0,0,1979-02-24 12:00:00,1979-02-24 01:00:00,0,120
27607,1979,Apollo Entertainment Centre,1,90,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,68,1,3714,City of Sydney Astronauts,Astronauts,65,0,0,1979-02-24 12:00:00,1979-02-24 01:30:00,0,120
27607,1979,Apollo Entertainment Centre,1,90,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,65,0,3697,Glenelg Tigers,TIGERS,68,0,0,1979-02-24 12:00:00,1979-02-24 01:30:00,0,120
27608,1979,"Auchenflower, Brisbane",1,91,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,70,1,3717,Canberra Cannons,CANNONS,77,0,0,1979-02-24 12:00:00,1979-02-24 02:00:00,0,120
27608,1979,"Auchenflower, Brisbane",1,91,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,77,0,3709,Brisbane Bullets,Bullets,70,0,0,1979-02-24 12:00:00,1979-02-24 02:00:00,0,120
27518,1979,Bankstown Stadium,1,1,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,79,1,3717,Canberra Cannons,CANNONS,82,0,0,1979-02-25 12:00:00,1979-02-25 01:00:00,0,120
27518,1979,Bankstown Stadium,1,1,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,82,0,3708,Bankstown Bruins,BRUINS,79,0,0,1979-02-25 12:00:00,1979-02-25 01:00:00,0,120
27519,1979,Albert Park,1,2,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,94,1,3690,Newcastle Falcons,FALCONS,92,0,0,1979-02-25 12:00:00,1979-02-25 01:00:00,0,120
27519,1979,Albert Park,1,2,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,92,0,3702,St. Kilda Saints,SAINTS,94,0,0,1979-02-25 12:00:00,1979-02-25 01:00:00,0,120
27520,1979,Apollo Entertainment Centre,1,3,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,101,1,3714,City of Sydney Astronauts,Astronauts,77,0,0,1979-02-25 12:00:00,1979-02-25 01:30:00,0,120
27520,1979,Apollo Entertainment Centre,1,3,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,77,0,3695,West Adelaide Bearcats,BEARCATS,101,0,0,1979-02-25 12:00:00,1979-02-25 01:30:00,0,120
27521,1979,Alexandria Stadium,2,4,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,86,1,3717,Canberra Cannons,CANNONS,91,0,0,1979-03-03 12:00:00,1979-03-03 01:00:00,0,120
27521,1979,Alexandria Stadium,2,4,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,91,0,3714,City of Sydney Astronauts,Astronauts,86,0,0,1979-03-03 12:00:00,1979-03-03 01:00:00,0,120
27522,1979,Beaton Park Basketball Stadium,2,5,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,91,1,3702,St. Kilda Saints,SAINTS,88,0,0,1979-03-03 12:00:00,1979-03-03 01:00:00,0,120
27522,1979,Beaton Park Basketball Stadium,2,5,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,88,0,3683,Wollongong Hawks,Hawks,91,0,0,1979-03-03 12:00:00,1979-03-03 01:00:00,0,120
27523,1979,Newcastle Sports  Entertainment Centre,2,6,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,97,1,3709,Brisbane Bullets,Bullets,69,0,0,1979-03-03 12:00:00,1979-03-03 01:00:00,0,120
27523,1979,Newcastle Sports  Entertainment Centre,2,6,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,69,0,3690,Newcastle Falcons,FALCONS,97,0,0,1979-03-03 12:00:00,1979-03-03 01:00:00,0,120
27524,1979,Apollo Entertainment Centre,2,7,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,73,1,3705,Nunawading Spectres,SPECTRES,66,0,0,1979-03-03 12:00:00,1979-03-03 01:30:00,0,120
27524,1979,Apollo Entertainment Centre,2,7,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,66,0,3695,West Adelaide Bearcats,BEARCATS,73,0,0,1979-03-03 12:00:00,1979-03-03 01:30:00,0,120
27525,1979,Bankstown Stadium,2,8,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,74,1,3702,St. Kilda Saints,SAINTS,101,0,0,1979-03-04 12:00:00,1979-03-04 02:00:00,0,120
27525,1979,Bankstown Stadium,2,8,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,101,0,3708,Bankstown Bruins,BRUINS,74,0,0,1979-03-04 12:00:00,1979-03-04 02:00:00,0,120
27526,1979,Newcastle Sports  Entertainment Centre,2,9,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,83,1,3714,City of Sydney Astronauts,Astronauts,81,0,0,1979-03-04 12:00:00,1979-03-04 02:00:00,0,120
27526,1979,Newcastle Sports  Entertainment Centre,2,9,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,81,0,3690,Newcastle Falcons,FALCONS,83,0,0,1979-03-04 12:00:00,1979-03-04 02:00:00,0,120
27527,1979,Beaton Park Basketball Stadium,2,10,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,74,1,3717,Canberra Cannons,CANNONS,78,0,0,1979-03-04 12:00:00,1979-03-04 02:00:00,0,120
27527,1979,Beaton Park Basketball Stadium,2,10,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,78,0,3683,Wollongong Hawks,Hawks,74,0,0,1979-03-04 12:00:00,1979-03-04 02:00:00,0,120
27528,1979,Apollo Entertainment Centre,2,11,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,68,1,3705,Nunawading Spectres,SPECTRES,74,0,0,1979-03-04 12:00:00,1979-03-04 02:30:00,0,120
27528,1979,Apollo Entertainment Centre,2,11,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,74,0,3697,Glenelg Tigers,TIGERS,68,0,0,1979-03-04 12:00:00,1979-03-04 02:30:00,0,120
27529,1979,Canberra Showgrounds,3,12,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,75,1,3695,West Adelaide Bearcats,BEARCATS,65,0,0,1979-03-10 12:00:00,1979-03-10 02:00:00,0,120
27529,1979,Canberra Showgrounds,3,12,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,65,0,3717,Canberra Cannons,CANNONS,75,0,0,1979-03-10 12:00:00,1979-03-10 02:00:00,0,120
27530,1979,Beaton Park Basketball Stadium,3,13,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,74,1,3708,Bankstown Bruins,BRUINS,71,0,0,1979-03-10 12:00:00,1979-03-10 02:00:00,0,120
27530,1979,Beaton Park Basketball Stadium,3,13,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,71,0,3683,Wollongong Hawks,Hawks,74,0,0,1979-03-10 12:00:00,1979-03-10 02:00:00,0,120
27531,1979,Newcastle Sports  Entertainment Centre,3,14,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,99,1,3697,Glenelg Tigers,TIGERS,87,0,0,1979-03-10 12:00:00,1979-03-10 02:00:00,0,120
27531,1979,Newcastle Sports  Entertainment Centre,3,14,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,87,0,3690,Newcastle Falcons,FALCONS,99,0,0,1979-03-10 12:00:00,1979-03-10 02:00:00,0,120
27532,1979,Burwood Stadium,3,15,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,75,1,3702,St. Kilda Saints,SAINTS,72,0,0,1979-03-11 12:00:00,1979-03-11 02:00:00,0,120
27532,1979,Burwood Stadium,3,15,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,72,0,3705,Nunawading Spectres,SPECTRES,75,0,0,1979-03-11 12:00:00,1979-03-11 02:00:00,0,120
27533,1979,Alexandria Stadium,3,16,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,81,1,3697,Glenelg Tigers,TIGERS,80,0,0,1979-03-11 12:00:00,1979-03-11 02:00:00,0,120
27533,1979,Alexandria Stadium,3,16,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,80,0,3714,City of Sydney Astronauts,Astronauts,81,0,0,1979-03-11 12:00:00,1979-03-11 02:00:00,0,120
27534,1979,"Auchenflower, Brisbane",3,17,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,68,1,3695,West Adelaide Bearcats,BEARCATS,78,0,0,1979-03-11 12:00:00,1979-03-11 02:00:00,0,120
27534,1979,"Auchenflower, Brisbane",3,17,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,78,0,3709,Brisbane Bullets,Bullets,68,0,0,1979-03-11 12:00:00,1979-03-11 02:00:00,0,120
27535,1979,Bankstown Stadium,4,18,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,77,1,3709,Brisbane Bullets,Bullets,84,0,0,1979-03-17 12:00:00,1979-03-17 02:00:00,0,120
27535,1979,Bankstown Stadium,4,18,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,84,0,3708,Bankstown Bruins,BRUINS,77,0,0,1979-03-17 12:00:00,1979-03-17 02:00:00,0,120
27536,1979,Apollo Entertainment Centre,4,19,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,76,1,3702,St. Kilda Saints,SAINTS,72,0,0,1979-03-17 12:00:00,1979-03-17 02:30:00,0,120
27536,1979,Apollo Entertainment Centre,4,19,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,72,0,3695,West Adelaide Bearcats,BEARCATS,76,0,0,1979-03-17 12:00:00,1979-03-17 02:30:00,0,120
27537,1979,Canberra Showgrounds,4,20,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,80,1,3683,Wollongong Hawks,Hawks,69,0,0,1979-03-17 12:00:00,1979-03-17 02:00:00,0,120
27537,1979,Canberra Showgrounds,4,20,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,69,0,3717,Canberra Cannons,CANNONS,80,0,0,1979-03-17 12:00:00,1979-03-17 02:00:00,0,120
27538,1979,Newcastle Sports  Entertainment Centre,4,21,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,77,1,3705,Nunawading Spectres,SPECTRES,78,0,0,1979-03-17 12:00:00,1979-03-17 02:00:00,0,120
27538,1979,Newcastle Sports  Entertainment Centre,4,21,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,78,0,3690,Newcastle Falcons,FALCONS,77,0,0,1979-03-17 12:00:00,1979-03-17 02:00:00,0,120
27539,1979,Alexandria Stadium,4,22,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,81,1,3705,Nunawading Spectres,SPECTRES,96,0,0,1979-03-18 12:00:00,1979-03-18 02:00:00,0,120
27539,1979,Alexandria Stadium,4,22,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,96,0,3714,City of Sydney Astronauts,Astronauts,81,0,0,1979-03-18 12:00:00,1979-03-18 02:00:00,0,120
27540,1979,Beaton Park Basketball Stadium,4,23,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,94,1,3709,Brisbane Bullets,Bullets,96,0,0,1979-03-18 12:00:00,1979-03-18 02:00:00,0,120
27540,1979,Beaton Park Basketball Stadium,4,23,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,96,0,3683,Wollongong Hawks,Hawks,94,0,0,1979-03-18 12:00:00,1979-03-18 02:00:00,0,120
27541,1979,Apollo Entertainment Centre,4,24,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,73,1,3702,St. Kilda Saints,SAINTS,87,0,0,1979-03-18 12:00:00,1979-03-18 02:30:00,0,120
27541,1979,Apollo Entertainment Centre,4,24,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,87,0,3697,Glenelg Tigers,TIGERS,73,0,0,1979-03-18 12:00:00,1979-03-18 02:30:00,0,120
27542,1979,Apollo Entertainment Centre,5,25,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,64,1,3708,Bankstown Bruins,BRUINS,73,0,0,1979-03-24 12:00:00,1979-03-24 02:30:00,0,120
27542,1979,Apollo Entertainment Centre,5,25,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,73,0,3697,Glenelg Tigers,TIGERS,64,0,0,1979-03-24 12:00:00,1979-03-24 02:30:00,0,120
27543,1979,Albert Park,5,26,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,88,1,3717,Canberra Cannons,CANNONS,70,0,0,1979-03-24 12:00:00,1979-03-24 02:00:00,0,120
27543,1979,Albert Park,5,26,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,70,0,3702,St. Kilda Saints,SAINTS,88,0,0,1979-03-24 12:00:00,1979-03-24 02:00:00,0,120
27544,1979,Newcastle Sports  Entertainment Centre,5,27,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,79,1,3683,Wollongong Hawks,Hawks,77,0,0,1979-03-24 12:00:00,1979-03-24 02:00:00,0,120
27544,1979,Newcastle Sports  Entertainment Centre,5,27,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,77,0,3690,Newcastle Falcons,FALCONS,79,0,0,1979-03-24 12:00:00,1979-03-24 02:00:00,0,120
27545,1979,Alexandria Stadium,5,28,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,92,1,3683,Wollongong Hawks,Hawks,82,0,0,1979-03-25 12:00:00,1979-03-25 02:00:00,0,120
27545,1979,Alexandria Stadium,5,28,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,82,0,3714,City of Sydney Astronauts,Astronauts,92,0,0,1979-03-25 12:00:00,1979-03-25 02:00:00,0,120
27546,1979,Burwood Stadium,5,29,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,71,1,3717,Canberra Cannons,CANNONS,59,0,0,1979-03-25 12:00:00,1979-03-25 02:00:00,0,120
27546,1979,Burwood Stadium,5,29,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,59,0,3705,Nunawading Spectres,SPECTRES,71,0,0,1979-03-25 12:00:00,1979-03-25 02:00:00,0,120
27547,1979,Apollo Entertainment Centre,5,30,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,91,1,3708,Bankstown Bruins,BRUINS,88,0,0,1979-03-25 12:00:00,1979-03-25 02:30:00,0,120
27547,1979,Apollo Entertainment Centre,5,30,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,88,0,3695,West Adelaide Bearcats,BEARCATS,91,0,0,1979-03-25 12:00:00,1979-03-25 02:30:00,0,120
27548,1979,Beaton Park Basketball Stadium,5,31,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,72,1,3695,West Adelaide Bearcats,BEARCATS,91,0,0,1979-03-31 12:00:00,1979-03-31 02:00:00,0,120
27548,1979,Beaton Park Basketball Stadium,5,31,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,91,0,3683,Wollongong Hawks,Hawks,72,0,0,1979-03-31 12:00:00,1979-03-31 02:00:00,0,120
27549,1979,Canberra Showgrounds,6,32,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,86,1,3709,Brisbane Bullets,Bullets,80,0,0,1979-03-31 12:00:00,1979-03-31 02:00:00,0,120
27549,1979,Canberra Showgrounds,6,32,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,80,0,3717,Canberra Cannons,CANNONS,86,0,0,1979-03-31 12:00:00,1979-03-31 02:00:00,0,120
27550,1979,Albert Park,6,33,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,90,1,3708,Bankstown Bruins,BRUINS,76,0,0,1979-03-31 12:00:00,1979-03-31 02:00:00,0,120
27550,1979,Albert Park,6,33,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,76,0,3714,City of Sydney Astronauts,Astronauts,90,0,0,1979-03-31 12:00:00,1979-03-31 02:00:00,0,120
27551,1979,Albert Park,6,34,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,86,1,3697,Glenelg Tigers,TIGERS,54,0,0,1979-03-31 12:00:00,1979-03-31 02:00:00,0,120
27551,1979,Albert Park,6,34,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,54,0,3702,St. Kilda Saints,SAINTS,86,0,0,1979-03-31 12:00:00,1979-03-31 02:00:00,0,120
27552,1979,Burwood Stadium,6,35,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,77,1,3697,Glenelg Tigers,TIGERS,53,0,0,1979-04-01 12:00:00,1979-04-01 02:00:00,0,120
27552,1979,Burwood Stadium,6,35,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,53,0,3705,Nunawading Spectres,SPECTRES,77,0,0,1979-04-01 12:00:00,1979-04-01 02:00:00,0,120
27553,1979,Alexandria Stadium,6,36,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,107,1,3709,Brisbane Bullets,Bullets,95,0,0,1979-04-01 12:00:00,1979-04-01 02:00:00,0,120
27553,1979,Alexandria Stadium,6,36,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,95,0,3714,City of Sydney Astronauts,Astronauts,107,0,0,1979-04-01 12:00:00,1979-04-01 02:00:00,0,120
27554,1979,Bankstown Stadium,6,37,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,70,1,3695,West Adelaide Bearcats,BEARCATS,92,0,0,1979-04-01 12:00:00,1979-04-01 02:00:00,0,120
27554,1979,Bankstown Stadium,6,37,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,92,0,3708,Bankstown Bruins,BRUINS,70,0,0,1979-04-01 12:00:00,1979-04-01 02:00:00,0,120
27555,1979,Apollo Entertainment Centre,7,38,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,75,1,3695,West Adelaide Bearcats,BEARCATS,77,0,0,1979-04-07 12:00:00,1979-04-07 02:30:00,0,120
27555,1979,Apollo Entertainment Centre,7,38,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,77,0,3697,Glenelg Tigers,TIGERS,75,0,0,1979-04-07 12:00:00,1979-04-07 02:30:00,0,120
27556,1979,"Auchenflower, Brisbane",7,39,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,101,1,3708,Bankstown Bruins,BRUINS,86,0,0,1979-04-07 12:00:00,1979-04-07 02:00:00,0,120
27556,1979,"Auchenflower, Brisbane",7,39,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,86,0,3709,Brisbane Bullets,Bullets,101,0,0,1979-04-07 12:00:00,1979-04-07 02:00:00,0,120
27557,1979,Canberra Showgrounds,7,40,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,76,1,3714,City of Sydney Astronauts,Astronauts,83,0,0,1979-04-07 12:00:00,1979-04-07 02:00:00,0,120
27557,1979,Canberra Showgrounds,7,40,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,83,0,3717,Canberra Cannons,CANNONS,76,0,0,1979-04-07 12:00:00,1979-04-07 02:00:00,0,120
27558,1979,Burwood Stadium,7,41,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,77,1,3683,Wollongong Hawks,Hawks,47,0,0,1979-04-07 12:00:00,1979-04-07 02:00:00,0,120
27558,1979,Burwood Stadium,7,41,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,47,0,3705,Nunawading Spectres,SPECTRES,77,0,0,1979-04-07 12:00:00,1979-04-07 02:00:00,0,120
27559,1979,Albert Park,7,42,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,89,1,3683,Wollongong Hawks,Hawks,81,0,0,1979-04-08 12:00:00,1979-04-08 02:00:00,0,120
27559,1979,Albert Park,7,42,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,81,0,3702,St. Kilda Saints,SAINTS,89,0,0,1979-04-08 12:00:00,1979-04-08 02:00:00,0,120
27560,1979,"Auchenflower, Brisbane",7,43,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,99,1,3690,Newcastle Falcons,FALCONS,80,0,0,1979-04-08 12:00:00,1979-04-08 02:00:00,0,120
27560,1979,"Auchenflower, Brisbane",7,43,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,80,0,3709,Brisbane Bullets,Bullets,99,0,0,1979-04-08 12:00:00,1979-04-08 02:00:00,0,120
27561,1979,Apollo Entertainment Centre,8,44,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,71,1,3717,Canberra Cannons,CANNONS,80,0,0,1979-04-19 12:00:00,1979-04-19 02:30:00,0,120
27561,1979,Apollo Entertainment Centre,8,44,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,80,0,3697,Glenelg Tigers,TIGERS,71,0,0,1979-04-19 12:00:00,1979-04-19 02:30:00,0,120
27562,1979,Albert Park,9,45,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,107,1,3708,Bankstown Bruins,BRUINS,86,0,0,1979-04-21 12:00:00,1979-04-21 02:00:00,0,120
27562,1979,Albert Park,9,45,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,86,0,3702,St. Kilda Saints,SAINTS,107,0,0,1979-04-21 12:00:00,1979-04-21 02:00:00,0,120
27563,1979,Burwood Stadium,9,46,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,93,1,3708,Bankstown Bruins,BRUINS,81,0,0,1979-04-22 12:00:00,1979-04-22 02:00:00,0,120
27563,1979,Burwood Stadium,9,46,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,81,0,3705,Nunawading Spectres,SPECTRES,93,0,0,1979-04-22 12:00:00,1979-04-22 02:00:00,0,120
27564,1979,Apollo Entertainment Centre,9,47,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,64,1,3717,Canberra Cannons,CANNONS,65,0,0,1979-04-22 12:00:00,1979-04-22 02:30:00,0,120
27564,1979,Apollo Entertainment Centre,9,47,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,65,0,3695,West Adelaide Bearcats,BEARCATS,64,0,0,1979-04-22 12:00:00,1979-04-22 02:30:00,0,120
27565,1979,Newcastle Sports  Entertainment Centre,10,48,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,94,1,3695,West Adelaide Bearcats,BEARCATS,89,0,0,1979-04-28 12:00:00,1979-04-28 02:00:00,0,120
27565,1979,Newcastle Sports  Entertainment Centre,10,48,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,89,0,3690,Newcastle Falcons,FALCONS,94,0,0,1979-04-28 12:00:00,1979-04-28 02:00:00,0,120
27566,1979,Bankstown Stadium,10,49,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,91,1,3683,Wollongong Hawks,Hawks,86,0,0,1979-04-28 12:00:00,1979-04-28 02:00:00,0,120
27566,1979,Bankstown Stadium,10,49,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,86,0,3708,Bankstown Bruins,BRUINS,91,0,0,1979-04-28 12:00:00,1979-04-28 02:00:00,0,120
27567,1979,Albert Park,10,50,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,95,1,3705,Nunawading Spectres,SPECTRES,76,0,0,1979-04-28 12:00:00,1979-04-28 02:00:00,0,120
27567,1979,Albert Park,10,50,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,76,0,3702,St. Kilda Saints,SAINTS,95,0,0,1979-04-28 12:00:00,1979-04-28 02:00:00,0,120
27568,1979,"Auchenflower, Brisbane",10,51,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,91,1,3697,Glenelg Tigers,TIGERS,74,0,0,1979-04-28 12:00:00,1979-04-28 02:00:00,0,120
27568,1979,"Auchenflower, Brisbane",10,51,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,74,0,3709,Brisbane Bullets,Bullets,91,0,0,1979-04-28 12:00:00,1979-04-28 02:00:00,0,120
27569,1979,Beaton Park Basketball Stadium,10,52,COMPLETE,,REGULAR,3683,Wollongong Hawks,Hawks,90,1,3714,City of Sydney Astronauts,Astronauts,100,0,0,1979-04-29 12:00:00,1979-04-29 02:00:00,0,120
27569,1979,Beaton Park Basketball Stadium,10,52,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,100,0,3683,Wollongong Hawks,Hawks,90,0,0,1979-04-29 12:00:00,1979-04-29 02:00:00,0,120
27570,1979,Alexandria Stadium,10,53,COMPLETE,,REGULAR,3714,City of Sydney Astronauts,Astronauts,86,1,3695,West Adelaide Bearcats,BEARCATS,84,0,0,1979-04-29 12:00:00,1979-04-29 02:00:00,0,120
27570,1979,Alexandria Stadium,10,53,COMPLETE,,REGULAR,3695,West Adelaide Bearcats,BEARCATS,84,0,3714,City of Sydney Astronauts,Astronauts,86,0,0,1979-04-29 12:00:00,1979-04-29 02:00:00,0,120
27571,1979,Canberra Showgrounds,10,54,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,80,1,3697,Glenelg Tigers,TIGERS,75,0,0,1979-04-29 12:00:00,1979-04-29 02:00:00,0,120
27571,1979,Canberra Showgrounds,10,54,COMPLETE,,REGULAR,3697,Glenelg Tigers,TIGERS,75,0,3717,Canberra Cannons,CANNONS,80,0,0,1979-04-29 12:00:00,1979-04-29 02:00:00,0,120
27572,1979,Newcastle Sports  Entertainment Centre,11,55,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,96,1,3708,Bankstown Bruins,BRUINS,103,0,0,1979-05-05 12:00:00,1979-05-05 02:00:00,0,120
27572,1979,Newcastle Sports  Entertainment Centre,11,55,COMPLETE,,REGULAR,3708,Bankstown Bruins,BRUINS,103,0,3690,Newcastle Falcons,FALCONS,96,0,0,1979-05-05 12:00:00,1979-05-05 02:00:00,0,120
27573,1979,Albert Park,11,56,COMPLETE,,REGULAR,3702,St. Kilda Saints,SAINTS,117,1,3709,Brisbane Bullets,Bullets,92,0,0,1979-05-05 12:00:00,1979-05-05 02:00:00,0,120
27573,1979,Albert Park,11,56,COMPLETE,,REGULAR,3709,Brisbane Bullets,Bullets,92,0,3702,St. Kilda Saints,SAINTS,117,0,0,1979-05-05 12:00:00,1979-05-05 02:00:00,0,120
27574,1979,Canberra Showgrounds,11,57,COMPLETE,,REGULAR,3717,Canberra Cannons,CANNONS,94,1,3690,Newcastle Falcons,FALCONS,85,0,0,1979-05-06 12:00:00,1979-05-06 02:00:00,0,120
27574,1979,Canberra Showgrounds,11,57,COMPLETE,,REGULAR,3690,Newcastle Falcons,FALCONS,85,0,3717,Canberra Cannons,CANNONS,94,0,0,1979-05-06 12:00:00,1979-05-06 02:00:00,0,120
27575,1979,Burwood Stadium,11,58,COMPLETE,,REGULAR,3705,Nunawading Spectres,SPECTRES,84,1,3709,Brisbane Bullets,Bullets,97,0,0,1979-05-06 12:00:00,1979-05-06 02:00:00,0,120
